Company Name,Ticker,Market Cap (mil),Month of Fiscal Yr End,Sector,Industry,Exchange,Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.
"Tempus AI, Inc.","TEM","9060.05","12","Medical","Medical Info Systems","NSDQ","58.71","","202312","-1.63","-.56"
"Tenable Holdings","TENB","5016.93","12","Computer and Technology","Internet - Software","NSDQ","42.12",".8","202312","1.18","1.43"
"Teradyne","TER","21495.19","12","Computer and Technology","Electronics - Testing Equipment","NSDQ","131.73","2.93","202312","3.02","4.42"
"Teva Pharmaceutical Industries","TEVA","20693.35","12","Medical","Medical - Generic Drugs","NYSE","18.27","2.56","202312","2.44","2.74"
"Terex","TEX","3593.87","12","Industrial Products","Manufacturing - Construction and Mining","NYSE","53.72","7.06","202312","7.22","6.83"
"Terna Rete Elettrica Nazionale","TEZNY","17198.83","12","Utilities","Utility - Electric Power","OTC","25.67","1.42","202312","",""
"Truist Financial","TFC","56592.2","12","Finance","Banks - Major Regional","NYSE","42.26","3.59","202312","3.56","3.94"
"","TFI","3589.03","12","Finance","Financial - Investment Funds","NYSE","46.46","","202312","",""
"TFI International","TFII","12423.32","12","Transportation","Transportation - Services","NYSE","146.84","6.18","202312","6.86","8.98"
"Triple Flag Precious Metals Corp.","TFPM","3290.2","12","Basic Materials","Mining - Gold","NYSE","16.33",".33","202312",".52",".65"
"TFS Financial","TFSL","3660.47","9","Finance","Financial - Savings and Loan","NSDQ","13.04",".26","202309","",""
"Teleflex","TFX","11168.73","12","Medical","Medical - Instruments","NYSE","237.04","13.52","202312","13.96","15.39"
"Target","TGT","66772.34","1","Retail-Wholesale","Retail - Discount Stores","NYSE","144.33","8.94","202401","9.22","10.35"
"TG Therapeutics","TGTX","3825.68","12","Medical","Medical - Products","NSDQ","24.71",".09","202312",".13",".83"
"Tenet Healthcare","THC","14873.49","12","Medical","Medical - Hospital","NYSE","155.22","6.98","202312","10.7","10.96"
"The Hanover Insurance Group","THG","4814.26","12","Finance","Insurance - Property and Casualty","NYSE","133.79","1.56","202312","10.85","13.54"
"Thor Industries","THO","5382.55","7","Construction","Building Products - Mobile Homes and RV Builders","NYSE","101.18","6.95","202407","6.76","8.23"
"","TIP","18467.74","12","Finance","Financial - Investment Funds","NYSE","108.89","","202312","",""
"The TJX Companies","TJX","128057.2","1","Retail-Wholesale","Retail - Discount Stores","NYSE","113.31","3.76","202401","4.12","4.48"
"Turkcell Iletisim Hizmetleri","TKC","6415.2","12","Computer and Technology","Wireless Non-US ","NYSE","7.29",".52","202312",".34",".53"
"TKO Group Holdings, Inc.","TKO","20284.02","12","Consumer Discretionary","Film and Television Production and Distribution","NYSE","118.87",".58","202312",".41","3.36"
"Tokio Marine","TKOMY","75501.88","3","Finance","Insurance - Property and Casualty","OTC","38.22","2.51","202403","2.99","3.6"
"The Timken Company","TKR","5739.12","12","Industrial Products","Metal Products - Procurement and Fabrication","NYSE","81.83","7.05","202312","6.14","7.02"
"Talen Energy Corporation","TLN","6846.94","12","Oils-Energy","Alternative Energy - Other","NSDQ","134.25","","202312","13.81","6.44"
"TeliaSonera","TLSNY","11855.31","12","Computer and Technology","Wireless Non-US ","OTC","6.03","-.03","202312",".32",".33"
"","TLT","61915.43","12","Finance","Financial - Investment Funds","NSDQ","98.67","","202312","",""
"Tele2","TLTZY","7082.33","12","Utilities","Wireline Non-US","OTC","5.28",".25","202312",".27",".29"
"Toyota Motor","TM","244340.64","3","Auto-Tires-Trucks","Automotive - Foreign","NYSE","181.34","25.35","202403","21.61","23.33"
"TransMedics Group","TMDX","5543.66","12","Medical","Medical - Instruments","NSDQ","166.18","-.77","202312","1.2","1.82"
"Tencent Music Entertainment Group","TME","17812.88","12","Computer and Technology","Internet - Content","NYSE","10.38",".53","202312",".68",".85"
"Taylor Morrison Home","TMHC","6566.19","12","Construction","Building Products - Home Builders","NYSE","62.99","7.57","202312","7.81","8.79"
"Trend Micro","TMICY","8168.07","12","Computer and Technology","Computer - Software","OTC","57.97",".78","202312","1.63","1.87"
"Thermo Fisher Scientific","TMO","234751.53","12","Medical","Medical - Instruments","NYSE","614.54","21.55","202312","21.72","24.07"
"TMobile US","TMUS","228946.38","12","Computer and Technology","Wireless National","NSDQ","196.22","6.93","202312","9.15","11.02"
"Tenaga Nasional Berhad","TNABY","18418.18","12","Utilities","Utility - Electric Power","OTC","12.73",".55","202312","",""
"TriNet","TNET","4752.69","12","Business Services","Outsourcing","NYSE","95.68","7.81","202312","6.08","6.8"
"Tokyo Electron","TOELY","89414.46","3","Computer and Technology","Semiconductor - Discretes","OTC","96.56","2.56","202403","3.02","3.94"
"Topicus.com Inc.","TOITF","19657.16","12","Computer and Technology","Internet - Software","OTC","92.84",".95","202312","",""
"Toll Brothers","TOL","13705.83","10","Construction","Building Products - Home Builders","NYSE","133.52","12.36","202310","14.11","13.83"
"Toast","TOST","11077.83","12","Computer and Technology","Internet - Software","NYSE","24.03","-.47","202312","-.1",".26"
"TPG Inc.","TPG","17704.99","12","Finance","Financial - Investment Management","NSDQ","48.53","1.57","202312","2.01","2.7"
"Tri Pointe Homes","TPH","3930.76","12","Construction","Building Products - Home Builders","NYSE","42","3.45","202312","4.64","5.11"
"Texas Pacific Land","TPL","18786.89","12","Oils-Energy","Alternative Energy - Other","NYSE","817.51","17.59","202312","20.14",""
"Tapestry","TPR","9296.31","6","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","40.38","4.29","202406","4.47","4.64"
"Tempur Sealy International","TPX","8753.66","12","Retail-Wholesale","Retail - Home Furnishings","NYSE","50.41","2.4","202312","2.53","2.94"
"Trex","TREX","6969.19","12","Construction","Building Products - Wood","NYSE","64.11","1.86","202312","2.05","2.27"
"Targa Resources","TRGP","31021.69","12","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","NYSE","141.6","3.66","202312","5.8","7.26"
"Thomson Reuters","TRI","73622.45","12","Business Services","Technology Services","NYSE","163.71","3.51","202312","3.72","4.06"
"Trimble","TRMB","13697.6","12","Computer and Technology","Electronics - Miscellaneous Products","NSDQ","56.09","2.66","202312","2.73","2.97"
"Tourmaline Oil Corp.","TRMLF","16022.49","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","OTC","45.47","3.72","202312","",""
"Terreno Realty","TRNO","6572.71","12","Finance","REIT and Equity Trust - Other","NYSE","67.83","2.22","202312","2.42","2.65"
"T. Rowe Price","TROW","24154.09","12","Finance","Financial - Investment Management","NSDQ","108.51","7.59","202312","9","9.1"
"TC Energy","TRP","46158.59","12","Oils-Energy","Alternative Energy - Other","NYSE","44.49","3.35","202312","3.04","3.09"
"TransUnion","TRU","18128.19","12","Business Services","Business - Information Services","NYSE","93.3","3.37","202312","3.86","4.53"
"Terumo","TRUMY","27190.32","3","Medical","Medical - Products","OTC","18.24",".5","202403",".61",".71"
"The Travelers Companies","TRV","49465.68","12","Finance","Insurance - Property and Casualty","NYSE","217.02","13.13","202312","17.24","20.14"
"Tenaris","TS","16063.49","12","Industrial Products","Steel - Pipe and Tube","NYSE","27.63","6.65","202312","3.52","3.12"
"Tesco","TSCDY","31022.38","2","Retail-Wholesale","Retail - Supermarkets","OTC","13.46",".87","202402",".96","1.04"
"Tractor Supply Co.","TSCO","28412.66","12","Retail-Wholesale","Retail - Miscellaneous","NSDQ","263.4","10.09","202312","10.23","11.13"
"Tsingtao Brewery Co.","TSGTY","7593.12","12","Consumer Staples","Beverages - Alcohol","OTC","27.83","","202312","2.39","2.77"
"Tesla","TSLA","706335","12","Auto-Tires-Trucks","Automotive - Domestic","NSDQ","221.1","3.12","202312","2.29","3.14"
"Taiwan Semiconductor","TSM","892270.63","12","Computer and Technology","Semiconductor - Circuit Foundry","NYSE","172.04","5.18","202312","6.45","8.28"
"Tyson Foods","TSN","22207.33","9","Consumer Staples","Food - Meat Products","NYSE","62.41","1.34","202309","2.82","3.8"
"Trane Technologies","TT","78458.77","12","Business Services","Technology Services","NYSE","347.67","9.04","202312","10.76","12.01"
"Toro","TTC","9295.69","10","Consumer Discretionary","Tools - Handheld","NYSE","89.49","4.21","202310","4.32","4.75"
"The Trade Desk","TTD","50209.76","12","Computer and Technology","Internet - Services","NSDQ","102.14","1.26","202312","1.62","1.95"
"TotalEnergies","TTE","162112.92","12","Oils-Energy","Oil and Gas - Refining and Marketing","NYSE","68.65","9.4","202312","8.84","9.5"
"Tetra Tech","TTEK","12457.53","9","Industrial Products","Pollution Control","NSDQ","232.71","5.58","202309","6.24","7.39"
"Techtronic Industries Co.","TTNDY","24189.06","12","Industrial Products","Manufacturing - Tools & Related Products","OTC","66","2.66","202312","3.08","3.58"
"TakeTwo Interactive Software","TTWO","27135.52","3","Consumer Discretionary","Toys - Games - Hobbies","NSDQ","154.81","2.51","202403","2.59","7.23"
"TELUS","TU","23548.98","12","Utilities","Diversified Communication Services","NYSE","15.89",".7","202312",".73",".8"
"Tradeweb Markets","TW","27373.32","12","Finance","Financial - Investment Bank","NSDQ","115.84","2.26","202312","2.78","3.19"
"Twilio","TWLO","9730.74","12","Computer and Technology","Internet - Software","NYSE","60.59","2.45","202312","3.36","3.81"
"Taylor Wimpey","TWODY","7699.33","12","Construction","Building Products - Home Builders","OTC","21.75","1.23","202312","1.07","1.37"
"Ternium","TX","6858.23","12","Basic Materials","Steel - Producers","NYSE","34.21","8.59","202312","7.2","7.03"
"Texas Instruments","TXN","184928.33","12","Computer and Technology","Semiconductor - General","NSDQ","202.54","7.07","202312","5.11","6.15"
"TXNM Energy, Inc.","TXNM","3665.74","12","Oils-Energy","Alternative Energy - Other","NYSE","40.64","2.82","202312","2.71","2.82"
"Texas Roadhouse","TXRH","11117","12","Retail-Wholesale","Retail - Restaurants","NSDQ","166.73","4.54","202312","6.32","6.96"
"Textron","TXT","16476.66","12","Aerospace","Aerospace - Defense","NYSE","87.94","5.59","202312","6.27","7.02"
"Tyler Technologies","TYL","24606.34","12","Computer and Technology","Business - Software Services","NYSE","576.63","7.8","202312","9.36","10.67"
"Unity Software","U","6754.52","12","Computer and Technology","Internet - Software","NYSE","17.02",".41","202312","-1.9","-1.29"
"Under Armour","UA","3482.97","3","Consumer Discretionary","Textile - Apparel","NYSE","8.06",".54","202403",".2",""
"Under Armour","UAA","3625.57","3","Consumer Discretionary","Textile - Apparel","NYSE","8.39",".54","202403",".22",".32"
"United Airlines","UAL","13732.1","12","Transportation","Transportation - Airline","NSDQ","41.76","10.05","202312","9.63","11"
"Uber Technologies","UBER","154019.7","12","Computer and Technology","Internet - Services","NYSE","73.31",".87","202312","1.04","2.26"
"UBS","UBS","97667.73","12","Finance","Banks - Foreign","NYSE","30.46","1.88","202312","1.02","1.82"
"United Bankshares","UBSI","4917.92","12","Finance","Banks - Southeast","NSDQ","36.37","2.78","202312","2.7","2.79"
"United Community Banks","UCB","3437.8","12","Finance","Banks - Southeast","NYSE","28.84","2.11","202312","2.25","2.39"
"United Dominion Realty Trust","UDR","13885.57","12","Finance","REIT and Equity Trust - Residential","NYSE","42.1","2.47","202312","2.46","2.53"
"UFP Industries","UFPI","7210.32","12","Construction","Building Products - Wood","NSDQ","118.36","8.07","202312","7.3","7.93"
"UGI","UGI","5287.78","9","Utilities","Utility - Gas Distribution","NYSE","24.63","2.84","202309","2.92","3.11"
"Ultrapar Participacoes","UGP","4840.02","12","Oils-Energy","Oil and Gas - Production and Pipelines","NYSE","4.34",".45","202312",".3",".32"
"U-Haul Holding Company","UHAL","13637.22","3","Transportation","Transportation - Services","NYSE","69.55","3.04","202403","2.7",""
"Universal Health Services","UHS","15181.25","12","Medical","Medical - Hospital","NYSE","227.56","10.54","202312","15.91","17.45"
"Ubiquiti","UI","10765.15","6","Computer and Technology","Wireless Equipment","NYSE","178.05","6.8","202406","6.46","6.92"
"Unilever","UL","153047.19","12","Consumer Staples","Soap and Cleaning Materials","NYSE","61.36","2.81","202312","2.95","3.17"
"UL Solutions Inc.","ULS","10590.37","12","Business Services","Business - Services","NYSE","52.95","1.3","202312","1.49","1.58"
"Ulta Beauty","ULTA","17609.72","1","Retail-Wholesale","Retail - Miscellaneous","NSDQ","369.05","26.03","202401","25.62","28.28"
"UMB Financial","UMBF","4727.88","12","Finance","Banks - Midwest","NSDQ","96.99","8","202312","8.54","9.02"
"United Microelectronics","UMC","21977.31","12","Computer and Technology","Electronics - Semiconductors","NYSE","8.77",".8","202312",".64",".78"
"UniCredit","UNCRY","64922.49","12","Finance","Banks - Foreign","OTC","19.83","2.55","202312","3.09","3.21"
"Unifirst","UNF","3413.28","8","Industrial Products","Uniform and Related","NYSE","183.38","7.02","202308","7.83","8.3"
"UnitedHealth Group","UNH","536182.75","12","Medical","Medical - HMOs","NYSE","580.65","25.12","202312","27.69","31.21"
"Unicharm","UNICY","20716.64","12","Consumer Discretionary","Consumer Products - Discretionary","OTC","7.02",".21","202312",".2",".22"
"Unum Group","UNM","10042.86","12","Finance","Insurance - Accident and Health","NYSE","54.06","7.66","202312","8.41","8.87"
"Union Pacific","UNP","150167.22","12","Transportation","Transportation - Rail","NYSE","246.5","10.45","202312","11.11","12.25"
"United Overseas Bank","UOVEY","39171.56","12","Finance","Banks - Foreign","OTC","46.8","4.96","202312","5.15","5.15"
"United Parcel Service","UPS","110395.76","12","Transportation","Transportation - Air Freight and Cargo","NYSE","128.88","8.78","202312","7.47","8.91"
"Upstart","UPST","3435.53","12","Computer and Technology","Computers - IT Services","NSDQ","38.38","-.56","202312","-.65",".35"
"Urban Outfitters","URBN","3758.38","1","Retail-Wholesale","Retail - Apparel and Shoes","NSDQ","40.24","3.25","202401","3.57","3.91"
"United Rentals","URI","47369.16","12","Construction","Building Products - Miscellaneous","NYSE","716.24","40.74","202312","44.4","47.9"
"U.S. Bancorp","USB","68256.88","12","Finance","Banks - Major Regional","NYSE","43.74","4.31","202312","3.89","4.23"
"US Foods","USFD","14020.54","12","Consumer Staples","Food - Miscellaneous","NYSE","57.33","2.63","202312","3.08","3.68"
"United States Cellular","USM","4483.18","12","Computer and Technology","Wireless National","NYSE","52.13",".63","202312",".46",".81"
"UNITE Group","UTGPF","4747.58","12","Finance","Real Estate - Operations","OTC","11.865",".55","202312",".6",".63"
"United Therapeutics","UTHR","15433.1","12","Medical","Medical - Drugs","NSDQ","346.88","19.81","202312","24.79","27.52"
"United Utilities Group","UUGRY","8690.67","3","Utilities","Utility - Electric Power","OTC","25.49",".84","202403","1.36","1.54"
"Visa","V","488450.97","9","Business Services","Financial Transaction Services","NYSE","268.04","8.77","202309","9.91","11.08"
"Valaris","VAL","4403.6","12","Oils-Energy","Oil and Gas - Drilling","NYSE","60.53","1.12","202312","4.37","11.17"
"VALE","VALE","46534.36","12","Basic Materials","Mining - Iron","NYSE","10.38","1.83","202312","2.13","2.14"
"Vinci","VCISY","68668.42","12","Construction","Building Products - Heavy Construction","OTC","29.17","2.21","202312","2.31","2.48"
"Victory Capital Holdings","VCTR","3400.79","12","Finance","Financial - Investment Management","NSDQ","52.42","4.51","202312","5.2","5.77"
"Veeva Systems","VEEV","31307.09","1","Computer and Technology","Internet - Software","NYSE","193.67","4.84","202401","6.15","6.78"
"Veolia Environnement","VEOEY","23227.68","12","Utilities","Utility - Water Supply","OTC","16.01",".71","202312","2.18","2.44"
"Vertex","VERX","5563","12","Computer and Technology","Internet - Software","NSDQ","35.77",".39","202312",".58",".7"
"V.F. Corporation","VFC","6503.25","3","Consumer Discretionary","Textile - Apparel","NYSE","16.71",".74","202403",".8","1.06"
"","VFH","9890.32","12","Finance","Financial - Investment Funds","NYSE","106.33","","202312","",""
"Flughafen Wien","VIAAY","3999.15","12","Transportation","Transportation - Airline","OTC","11.92",".34","202312","",""
"VICI Properties","VICI","33499.05","12","Finance","REIT and Equity Trust - Other","NYSE","31.99","2.15","202312","2.26","2.31"
